frase,sentimento
"Minha raiva está se tornando uma força esmagadora", raiva
"Estou profundamente irritado com a situação atual", raiva
"Cada provocação só intensifica minha frustração", raiva
"Estou tão bravo que sinto que vou explodir a qualquer momento", raiva
"Minha raiva está quase insuportável", raiva
"Estou completamente furioso com a injustiça que vejo", raiva
"Cada nova situação só aumenta minha raiva", raiva
"Estou profundamente frustrado com a situação atual", raiva
"Minha raiva está tomando conta de todos os meus pensamentos", raiva
"Estou tão irritado que sinto que não consigo me controlar", raiva
"Cada erro que vejo só faz minha raiva crescer", raiva
"Estou consumido por uma raiva intensa e crescente", raiva
"Minha fúria está se tornando quase insuportável", raiva
"Estou completamente furioso com o que aconteceu", raiva
"Cada provocação só alimenta minha raiva e irritação", raiva
"Estou tão bravo que sinto que vou perder a cabeça", raiva
"Minha raiva está se tornando uma força esmagadora", raiva
"Estou profundamente irritado com a situação atual", raiva
"Cada nova situação só intensifica minha raiva", raiva
"Estou tão irritado que sinto que vou explodir", raiva
"Minha raiva está tomando conta de todos os meus pensamentos", raiva
"Estou consumido por uma raiva intensa e crescente", raiva
"Cada erro só aumenta minha frustração", raiva
"Estou completamente furioso com a injustiça que vejo", raiva
"Minha fúria está quase insuportável", raiva
"Estou tão bravo que mal consigo lidar com minhas emoções", raiva
"Cada provocação só intensifica minha raiva e irritação", raiva
"Estou profundamente frustrado com a situação atual", raiva
"Minha raiva está se tornando uma força esmagadora", raiva
"Estou consumido por uma sensação intensa de raiva", raiva
"Cada nova situação só faz minha raiva crescer", raiva
"Estou tão irritado que sinto que vou perder a cabeça", raiva
"Minha raiva está se tornando quase insuportável", raiva
"Estou profundamente frustrado e irritado com tudo isso", raiva
"Cada provocação só intensifica minha raiva e frustração", raiva
"Estou tão bravo que sinto que não consigo me acalmar", raiva
"Minha raiva está se tornando uma força esmagadora", raiva
"Estou completamente furioso com a injustiça que vejo", raiva
"Cada erro só aumenta minha raiva e frustração", raiva
"Estou tão irritado que mal consigo lidar com minhas emoções", raiva
"Minha raiva está se tornando quase insuportável", raiva
"Estou consumido por uma sensação intensa de raiva", raiva
"Cada nova situação só intensifica minha raiva", raiva
"Estou profundamente frustrado com a situação atual", raiva
"Minha raiva está quase insuportável", raiva
"Estou tão bravo que sinto que vou explodir", raiva
"Cada provocação só alimenta minha raiva e frustração", raiva
"Estou completamente furioso com o que aconteceu", raiva
"Minha fúria está se tornando uma força esmagadora", raiva
"Estou consumido por uma raiva intensa e crescente", raiva
"Cada erro que vejo só faz minha raiva crescer", raiva
"Estou tão irritado que sinto que não consigo me controlar", raiva
"Minha raiva está quase insuportável", raiva
"Estou profundamente irritado com a situação atual", raiva
"Cada nova situação só faz minha raiva aumentar", raiva
"Estou completamente furioso com a injustiça que vejo", raiva
"Minha raiva está se tornando uma força esmagadora", raiva
"Estou tão bravo que mal consigo lidar com minhas emoções", raiva
"Cada provocação só intensifica minha raiva", raiva
"Estou consumido por uma sensação intensa de raiva", raiva
"Minha fúria está se tornando quase insuportável", raiva
"Estou profundamente frustrado com a situação atual", raiva
"Cada erro só aumenta minha raiva e frustração", raiva
"Estou tão irritado que sinto que vou perder a cabeça", raiva
"Minha raiva está se tornando uma força esmagadora", raiva
"Estou completamente furioso com a injustiça que vejo", raiva
"Cada nova situação só intensifica minha raiva", raiva
"Estou profundamente frustrado com a situação atual", raiva
"Minha raiva está tomando conta de todos os meus pensamentos", raiva
"Estou tão bravo que mal consigo lidar com minhas emoções", raiva
"Cada provocação só alimenta minha raiva e irritação", raiva
"Estou tão irritado que sinto que não consigo me controlar", raiva
"Minha fúria está se tornando quase insuportável", raiva
"Estou consumido por uma raiva intensa e crescente", raiva
"Cada erro que vejo só faz minha raiva aumentar", raiva
"Estou completamente furioso com o que aconteceu", raiva
"Minha raiva está se tornando uma força esmagadora", raiva
"Estou tão bravo que sinto que vou explodir a qualquer momento", raiva
"Cada nova situação só intensifica minha raiva", raiva
"Estou profundamente irritado com a situação atual", raiva
"Minha raiva está quase insuportável", raiva
"Estou tão irritado que sinto que vou perder a cabeça", raiva
"Cada provocação só alimenta minha raiva e frustração", raiva
"Estou consumido por uma sensação intensa de raiva", raiva
"Minha fúria está se tornando uma força esmagadora", raiva
"Estou profundamente frustrado com a situação atual", raiva
"Cada erro só aumenta minha raiva e frustração", raiva
"Estou tão bravo que sinto que não consigo me controlar", raiva
"Minha raiva está quase insuportável", raiva
"Estou consumido por uma raiva intensa e crescente", raiva
"Cada nova situação só faz minha raiva crescer", raiva
"Estou tão irritado que sinto que vou perder a cabeça", raiva
"Minha raiva está tomando conta de todos os meus pensamentos", raiva
"Estou completamente furioso com a injustiça que vejo", raiva
"Cada provocação só intensifica minha raiva e frustração", raiva
"Estou tão bravo que mal consigo lidar com minhas emoções", raiva
"Minha raiva está se tornando uma força esmagadora", raiva
"Estou profundamente irritado com a situação atual", raiva
"Cada nova situação só faz minha raiva crescer", raiva
"Estou tão irritado que sinto que vou explodir", raiva
"Minha raiva está quase insuportável", raiva
"Estou completamente furioso com a injustiça que vejo", raiva
"Cada provocação só alimenta minha raiva e frustração", raiva
"Estou tão bravo que sinto que não consigo me controlar", raiva
"Minha raiva está se tornando uma força esmagadora", raiva
"Estou consumido por uma sensação intensa de raiva", raiva
"Cada nova situação só intensifica minha frustração", raiva
"Estou profundamente frustrado com a situação atual", raiva
"Minha raiva está quase insuportável", raiva
"Estou tão irritado que sinto que vou explodir a qualquer momento", raiva
"Cada provocação só alimenta minha raiva e irritação", raiva
"Estou consumido por uma raiva intensa e crescente", raiva
"Minha fúria está se tornando quase insuportável", raiva
"Estou completamente furioso com a injustiça que vejo", raiva
"Cada nova situação só faz minha raiva aumentar", raiva
"Estou tão bravo que mal consigo lidar com minhas emoções", raiva
"Minha raiva está se tornando uma força esmagadora", raiva
"Estou profundamente irritado com a situação atual", raiva
"Cada provocação só intensifica minha raiva e frustração", raiva
"Estou tão irritado que sinto que não consigo me controlar", raiva
"Minha raiva está quase insuportável", raiva
"Estou consumido por uma raiva intensa e crescente", raiva
"Cada nova situação só faz minha raiva crescer", raiva
"Estou tão bravo que sinto que vou explodir", raiva
"Minha raiva está se tornando quase insuportável", raiva
"Estou completamente furioso com a injustiça que vejo", raiva
"Cada provocação só alimenta minha raiva e frustração", raiva
"Estou profundamente frustrado com a situação atual", raiva
"Minha fúria está prestes a explodir", raiva
"Estou tão irritado que sinto que não consigo me controlar", raiva
"Cada nova situação só intensifica minha raiva", raiva
"Estou consumido por uma sensação intensa de raiva", raiva
"Minha raiva está quase insuportável", raiva
"Estou tão bravo que sinto que vou perder a cabeça", raiva
"Cada provocação só intensifica minha frustração", raiva
"Estou profundamente irritado com a situação atual", raiva
"Minha raiva está se tornando uma força esmagadora", raiva
"Estou completamente furioso com o que aconteceu", raiva
"Cada nova situação só faz minha raiva crescer", raiva
"Estou tão bravo que sinto que não consigo me controlar", raiva
"Minha raiva está se tornando quase insuportável", raiva
"Estou profundamente frustrado e irritado com tudo isso", raiva
"Cada provocação só alimenta minha raiva e frustração", raiva
"Estou tão irritado que sinto que vou explodir", raiva
"Minha fúria está se tornando uma força esmagadora", raiva
"Estou consumido por uma sensação intensa de raiva", raiva
"Cada nova situação só faz minha raiva crescer", raiva
"Estou completamente furioso com a situação atual", raiva
"Minha raiva está se tornando quase insuportável", raiva
"Estou tão bravo que sinto que vou perder a cabeça", raiva
"Cada provocação só alimenta minha raiva e frustração", raiva
"Estou profundamente irritado com a situação atual", raiva
"Minha raiva está tomando conta de todos os meus pensamentos", raiva
"Estou tão irritado que sinto que vou explodir", raiva
"Cada nova situação só faz minha raiva crescer", raiva
"Estou completamente furioso com o que aconteceu", raiva
"Minha fúria está se tornando quase insuportável", raiva
"Estou consumido por uma sensação intensa de raiva", raiva
"Cada provocação só intensifica minha frustração", raiva
"Estou profundamente frustrado com a situação atual", raiva
"Minha raiva está se tornando uma força esmagadora", raiva
"Estou tão bravo que sinto que vou explodir", raiva
"Cada erro que vejo só faz minha raiva crescer", raiva
"Estou tão irritado que sinto que vou perder a cabeça", raiva
"Minha raiva está quase insuportável", raiva
"Estou completamente furioso com a injustiça que vejo", raiva
"Cada provocação só intensifica minha raiva e frustração", raiva
"Estou tão bravo que sinto que não consigo me controlar", raiva
"Minha raiva está se tornando uma força esmagadora", raiva
"Estou consumido por uma raiva intensa e crescente", raiva
"Cada nova situação só aumenta minha frustração e raiva", raiva
"Estou profundamente irritado com a situação atual", raiva
"Minha raiva está se tornando quase insuportável", raiva
"Estou tão bravo que sinto que vou explodir", raiva
"Cada provocação só alimenta minha raiva e irritação", raiva
"Estou profundamente frustrado com a situação atual", raiva
"Minha fúria está se tornando uma força esmagadora", raiva
"Estou tão irritado que sinto que não consigo me controlar", raiva
"Cada erro só aumenta minha raiva e frustração", raiva
"Estou completamente furioso com o que aconteceu", raiva
"Minha raiva está se tornando uma força esmagadora", raiva
"Estou consumido por uma sensação intensa de raiva", raiva
"Cada nova situação só faz minha raiva crescer", raiva
